global_index,waypoint_id,edge_id,path_id,node_from,node_to,s_m,x,y,yaw,kappa,v_mps,speed_limit_mps,behavior,direction
704,WP_E_C-020_F_000016,E_C-020_F,C-020,N0008,N0018,3.2,1.255,8.923,-3.0943,0.034322,1.0,1.0,follow,forward
705,WP_E_C-020_F_000017,E_C-020_F,C-020,N0008,N0018,3.4,1.056,8.913,-3.0791,0.037916,1.0,1.0,follow,forward
706,WP_E_C-020_F_000018,E_C-020_F,C-020,N0008,N0018,3.6,0.856,8.901,-3.0622,0.042115,1.0,1.0,follow,forward
707,WP_E_C-020_F_000019,E_C-020_F,C-020,N0008,N0018,3.8,0.657,8.885,-3.0434,0.047026,1.0,1.0,follow,forward
708,WP_E_C-020_F_000020,E_C-020_F,C-020,N0008,N0018,4.0,0.458,8.865,-3.0224,0.05269,1.0,1.0,follow,forward
709,WP_E_C-020_F_000021,E_C-020_F,C-020,N0008,N0018,4.2,0.259,8.842,-2.9986,0.059466,1.0,1.0,follow,forward
710,WP_E_C-020_F_000022,E_C-020_F,C-020,N0008,N0018,4.4,0.061,8.813,-2.9716,0.067551,1.0,1.0,follow,forward
711,WP_E_C-020_F_000023,E_C-020_F,C-020,N0008,N0018,4.6,-0.136,8.779,-2.9405,0.077613,1.0,1.0,follow,forward
712,WP_E_C-020_F_000024,E_C-020_F,C-020,N0008,N0018,4.8,-0.332,8.739,-2.9048,0.089429,1.0,1.0,follow,forward
713,WP_E_C-020_F_000025,E_C-020_F,C-020,N0008,N0018,5.0,-0.526,8.692,-2.8631,0.10419,1.0,1.0,follow,forward
714,WP_E_C-020_F_000026,E_C-020_F,C-020,N0008,N0018,5.2,-0.719,8.638,-2.8139,0.122931,1.0,1.0,follow,forward
715,WP_E_C-020_F_000027,E_C-020_F,C-020,N0008,N0018,5.4,-0.908,8.573,-2.7557,0.145729,1.0,1.0,follow,forward
716,WP_E_C-020_F_000028,E_C-020_F,C-020,N0008,N0018,5.6,-1.093,8.498,-2.6859,0.174683,1.0,1.0,follow,forward
717,WP_E_C-020_F_000029,E_C-020_F,C-020,N0008,N0018,5.8,-1.273,8.41,-2.6017,0.210596,1.0,1.0,follow,forward
718,WP_E_C-020_F_000030,E_C-020_F,C-020,N0008,N0018,6.0,-1.444,8.307,-2.5007,0.253019,1.0,1.0,follow,forward
719,WP_E_C-020_F_000031,E_C-020_F,C-020,N0008,N0018,6.2,-1.605,8.188,-2.3807,0.300791,1.0,1.0,follow,forward
720,WP_E_C-020_F_000032,E_C-020_F,C-020,N0008,N0018,6.399,-1.749,8.05,-2.242,0.34777,1.0,1.0,follow,forward
721,WP_E_C-020_F_000033,E_C-020_F,C-020,N0008,N0018,6.599,-1.874,7.893,-2.0898,0.382107,1.0,1.0,follow,forward
722,WP_E_C-020_F_000034,E_C-020_F,C-020,N0008,N0018,6.799,-1.973,7.72,-1.9335,0.392364,1.0,1.0,follow,forward
723,WP_E_C-020_F_000035,E_C-020_F,C-020,N0008,N0018,6.999,-2.044,7.533,-1.7842,0.374869,1.0,1.0,follow,forward
724,WP_E_C-020_F_000036,E_C-020_F,C-020,N0008,N0018,7.199,-2.086,7.338,-1.6501,0.33621,1.0,1.0,follow,forward
725,WP_E_C-020_F_000037,E_C-020_F,C-020,N0008,N0018,7.398,-2.102,7.139,-1.535,0.288395,1.0,1.0,follow,forward
726,WP_E_C-020_F_000038,E_C-020_F,C-020,N0008,N0018,7.598,-2.095,6.939,-1.4383,0.242206,1.0,1.0,follow,forward
727,WP_E_C-020_F_000039,E_C-020_F,C-020,N0008,N0018,7.798,-2.068,6.741,-1.358,0.200995,1.0,1.0,follow,forward
728,WP_E_C-020_F_000040,E_C-020_F,C-020,N0008,N0018,7.998,-2.026,6.545,-1.2909,0.167782,1.0,1.0,follow,forward
729,WP_E_C-020_F_000041,E_C-020_F,C-020,N0008,N0018,8.198,-1.971,6.353,-1.2348,0.140364,1.0,1.0,follow,forward
730,WP_E_C-020_F_000042,E_C-020_F,C-020,N0008,N0018,8.398,-1.905,6.164,-1.1871,0.119183,1.0,1.0,follow,forward
731,WP_E_C-020_F_000043,E_C-020_F,C-020,N0008,N0018,8.598,-1.83,5.979,-1.1464,0.101806,1.0,1.0,follow,forward
732,WP_E_C-020_F_000044,E_C-020_F,C-020,N0008,N0018,8.798,-1.748,5.797,-1.1114,0.08764,1.0,1.0,follow,forward
733,WP_E_C-020_F_000045,E_C-020_F,C-020,N0008,N0018,8.998,-1.659,5.617,-1.0808,0.076565,1.0,1.0,follow,forward
734,WP_E_C-020_F_000046,E_C-020_F,C-020,N0008,N0018,9.198,-1.565,5.441,-1.0538,0.067386,1.0,1.0,follow,forward
735,WP_E_C-020_F_000047,E_C-020_F,C-020,N0008,N0018,9.398,-1.466,5.267,-1.032,0.058098,1.0,1.0,follow,forward
736,WP_E_C-020_F_000048,E_C-020_F,C-020,N0008,N0018,9.574,-1.376,5.116,-1.032,0.058098,1.0,1.0,follow,forward
