global_index,waypoint_id,edge_id,path_id,node_from,node_to,s_m,x,y,yaw,kappa,v_mps,speed_limit_mps,behavior,direction
191,WP_E_L-004_F_000004,E_L-004_F,L-004,N0010,N0014,0.8,-17.37,7.924,-1.2631,-0.0,1.0,1.0,follow,forward
192,WP_E_L-004_F_000005,E_L-004_F,L-004,N0010,N0014,1.0,-17.31,7.734,-1.2631,0.0,1.0,1.0,follow,forward
193,WP_E_L-004_F_000006,E_L-004_F,L-004,N0010,N0014,1.2,-17.249,7.543,-1.2631,0.0,1.0,1.0,follow,forward
194,WP_E_L-004_F_000007,E_L-004_F,L-004,N0010,N0014,1.4,-17.189,7.352,-1.2631,-0.0,1.0,1.0,follow,forward
195,WP_E_L-004_F_000008,E_L-004_F,L-004,N0010,N0014,1.6,-17.128,7.162,-1.2631,0.0,1.0,1.0,follow,forward
196,WP_E_L-004_F_000009,E_L-004_F,L-004,N0010,N0014,1.8,-17.067,6.971,-1.2631,0.0,1.0,1.0,follow,forward
197,WP_E_L-004_F_000010,E_L-004_F,L-004,N0010,N0014,2.0,-17.007,6.781,-1.2631,-0.0,1.0,1.0,follow,forward
198,WP_E_L-004_F_000011,E_L-004_F,L-004,N0010,N0014,2.2,-16.946,6.59,-1.2631,0.0,1.0,1.0,follow,forward
199,WP_E_L-004_F_000012,E_L-004_F,L-004,N0010,N0014,2.4,-16.886,6.399,-1.2631,-0.0,1.0,1.0,follow,forward
200,WP_E_L-004_F_000013,E_L-004_F,L-004,N0010,N0014,2.6,-16.825,6.209,-1.2631,-0.0,1.0,1.0,follow,forward
201,WP_E_L-004_F_000014,E_L-004_F,L-004,N0010,N0014,2.8,-16.765,6.018,-1.2631,0.0,1.0,1.0,follow,forward
202,WP_E_L-004_F_000015,E_L-004_F,L-004,N0010,N0014,3.0,-16.704,5.827,-1.2631,-0.0,1.0,1.0,follow,forward
203,WP_E_L-004_F_000016,E_L-004_F,L-004,N0010,N0014,3.2,-16.644,5.637,-1.2631,-0.0,1.0,1.0,follow,forward
204,WP_E_L-004_F_000017,E_L-004_F,L-004,N0010,N0014,3.4,-16.583,5.446,-1.2631,0.0,1.0,1.0,follow,forward
205,WP_E_L-004_F_000018,E_L-004_F,L-004,N0010,N0014,3.6,-16.522,5.256,-1.2631,-0.0,1.0,1.0,follow,forward
206,WP_E_L-004_F_000019,E_L-004_F,L-004,N0010,N0014,3.8,-16.462,5.065,-1.2631,-0.0,1.0,1.0,follow,forward
207,WP_E_L-004_F_000020,E_L-004_F,L-004,N0010,N0014,4.0,-16.401,4.874,-1.2631,0.0,1.0,1.0,follow,forward
208,WP_E_L-004_F_000021,E_L-004_F,L-004,N0010,N0014,4.2,-16.341,4.684,-1.2631,0.0,1.0,1.0,follow,forward
209,WP_E_L-004_F_000022,E_L-004_F,L-004,N0010,N0014,4.4,-16.28,4.493,-1.2631,-0.0,1.0,1.0,follow,forward
210,WP_E_L-004_F_000023,E_L-004_F,L-004,N0010,N0014,4.6,-16.22,4.303,-1.2631,0.0,1.0,1.0,follow,forward
211,WP_E_L-004_F_000024,E_L-004_F,L-004,N0010,N0014,4.784,-16.164,4.127,-1.2631,0.0,1.0,1.0,follow,forward
212,WP_E_L-009_F_000000,E_L-009_F,L-009,N0014,N0011,0.0,-16.164,4.127,-1.2631,-0.0,1.0,1.0,follow,forward
213,WP_E_L-009_F_000001,E_L-009_F,L-009,N0014,N0011,0.2,-16.103,3.937,-1.2631,-0.0,1.0,1.0,follow,forward
214,WP_E_L-009_F_000002,E_L-009_F,L-009,N0014,N0011,0.4,-16.043,3.746,-1.2631,0.0,1.0,1.0,follow,forward
215,WP_E_L-009_F_000003,E_L-009_F,L-009,N0014,N0011,0.6,-15.982,3.556,-1.2631,0.0,1.0,1.0,follow,forward
216,WP_E_L-009_F_000004,E_L-009_F,L-009,N0014,N0011,0.8,-15.922,3.365,-1.2631,-0.0,1.0,1.0,follow,forward
217,WP_E_L-009_F_000005,E_L-009_F,L-009,N0014,N0011,1.0,-15.861,3.174,-1.2631,0.0,1.0,1.0,follow,forward
218,WP_E_L-009_F_000006,E_L-009_F,L-009,N0014,N0011,1.2,-15.8,2.984,-1.2631,0.0,1.0,1.0,follow,forward
219,WP_E_L-009_F_000007,E_L-009_F,L-009,N0014,N0011,1.4,-15.74,2.793,-1.2631,0.0,1.0,1.0,follow,forward
220,WP_E_L-009_F_000008,E_L-009_F,L-009,N0014,N0011,1.6,-15.679,2.603,-1.2631,-0.0,1.0,1.0,follow,forward
221,WP_E_L-009_F_000009,E_L-009_F,L-009,N0014,N0011,1.8,-15.619,2.412,-1.2631,0.0,1.0,1.0,follow,forward
222,WP_E_L-009_F_000010,E_L-009_F,L-009,N0014,N0011,2.0,-15.558,2.221,-1.2631,0.0,1.0,1.0,follow,forward
223,WP_E_L-009_F_000011,E_L-009_F,L-009,N0014,N0011,2.2,-15.498,2.031,-1.2631,-0.0,1.0,1.0,follow,forward
224,WP_E_L-009_F_000012,E_L-009_F,L-009,N0014,N0011,2.4,-15.437,1.84,-1.2631,-0.0,1.0,1.0,follow,forward
225,WP_E_L-009_F_000013,E_L-009_F,L-009,N0014,N0011,2.6,-15.376,1.65,-1.2631,0.0,1.0,1.0,follow,forward
226,WP_E_L-009_F_000014,E_L-009_F,L-009,N0014,N0011,2.8,-15.316,1.459,-1.2631,0.0,1.0,1.0,follow,forward
227,WP_E_L-009_F_000015,E_L-009_F,L-009,N0014,N0011,3.0,-15.255,1.268,-1.2631,-0.0,1.0,1.0,follow,forward
228,WP_E_L-009_F_000016,E_L-009_F,L-009,N0014,N0011,3.2,-15.195,1.078,-1.2631,0.0,1.0,1.0,follow,forward
229,WP_E_L-009_F_000017,E_L-009_F,L-009,N0014,N0011,3.4,-15.134,0.887,-1.2631,-0.0,1.0,1.0,follow,forward
230,WP_E_L-009_F_000018,E_L-009_F,L-009,N0014,N0011,3.6,-15.074,0.697,-1.2631,0.0,1.0,1.0,follow,forward
231,WP_E_L-009_F_000019,E_L-009_F,L-009,N0014,N0011,3.8,-15.013,0.506,-1.2631,0.0,1.0,1.0,follow,forward
232,WP_E_L-009_F_000020,E_L-009_F,L-009,N0014,N0011,4.0,-14.952,0.315,-1.2631,-0.0,1.0,1.0,follow,forward
233,WP_E_L-009_F_000021,E_L-009_F,L-009,N0014,N0011,4.2,-14.892,0.125,-1.2631,0.0,1.0,1.0,follow,forward
234,WP_E_L-009_F_000022,E_L-009_F,L-009,N0014,N0011,4.4,-14.831,-0.066,-1.2631,0.0,1.0,1.0,follow,forward
235,WP_E_L-009_F_000023,E_L-009_F,L-009,N0014,N0011,4.6,-14.771,-0.257,-1.2631,-0.0,1.0,1.0,follow,forward
236,WP_E_L-009_F_000024,E_L-009_F,L-009,N0014,N0011,4.8,-14.71,-0.447,-1.2631,0.0,1.0,1.0,follow,forward
237,WP_E_L-009_F_000025,E_L-009_F,L-009,N0014,N0011,4.929,-14.671,-0.57,-1.2631,0.0,1.0,1.0,follow,forward
238,WP_E_L-005_F_000000,E_L-005_F,L-005,N0011,N0013,0.0,-14.671,-0.57,0.1333,-0.0,1.0,1.0,follow,forward
239,WP_E_L-005_F_000001,E_L-005_F,L-005,N0011,N0013,0.2,-14.473,-0.543,0.1333,-0.0,1.0,1.0,follow,forward
240,WP_E_L-005_F_000002,E_L-005_F,L-005,N0011,N0013,0.4,-14.275,-0.517,0.1333,0.0,1.0,1.0,follow,forward
241,WP_E_L-005_F_000003,E_L-005_F,L-005,N0011,N0013,0.6,-14.076,-0.49,0.1333,-0.0,1.0,1.0,follow,forward
242,WP_E_L-005_F_000004,E_L-005_F,L-005,N0011,N0013,0.8,-13.878,-0.464,0.1333,0.0,1.0,1.0,follow,forward
243,WP_E_L-005_F_000005,E_L-005_F,L-005,N0011,N0013,1.0,-13.68,-0.437,0.1333,-0.0,1.0,1.0,follow,forward
244,WP_E_L-005_F_000006,E_L-005_F,L-005,N0011,N0013,1.2,-13.482,-0.41,0.1333,0.0,1.0,1.0,follow,forward
245,WP_E_L-005_F_000007,E_L-005_F,L-005,N0011,N0013,1.4,-13.284,-0.384,0.1333,0.0,1.0,1.0,follow,forward
246,WP_E_L-005_F_000008,E_L-005_F,L-005,N0011,N0013,1.6,-13.085,-0.357,0.1333,-0.0,1.0,1.0,follow,forward
247,WP_E_L-005_F_000009,E_L-005_F,L-005,N0011,N0013,1.8,-12.887,-0.331,0.1333,0.0,1.0,1.0,follow,forward
248,WP_E_L-005_F_000010,E_L-005_F,L-005,N0011,N0013,2.0,-12.689,-0.304,0.1333,-0.0,1.0,1.0,follow,forward
249,WP_E_L-005_F_000011,E_L-005_F,L-005,N0011,N0013,2.2,-12.491,-0.277,0.1333,0.0,1.0,1.0,follow,forward
250,WP_E_L-005_F_000012,E_L-005_F,L-005,N0011,N0013,2.4,-12.292,-0.251,0.1333,-0.0,1.0,1.0,follow,forward
251,WP_E_L-005_F_000013,E_L-005_F,L-005,N0011,N0013,2.6,-12.094,-0.224,0.1333,-0.0,1.0,1.0,follow,forward
252,WP_E_L-005_F_000014,E_L-005_F,L-005,N0011,N0013,2.8,-11.896,-0.198,0.1333,0.0,1.0,1.0,follow,forward
253,WP_E_L-005_F_000015,E_L-005_F,L-005,N0011,N0013,3.0,-11.698,-0.171,0.1333,-0.0,1.0,1.0,follow,forward
254,WP_E_L-005_F_000016,E_L-005_F,L-005,N0011,N0013,3.2,-11.5,-0.144,0.1333,-0.0,1.0,1.0,follow,forward
255,WP_E_L-005_F_000017,E_L-005_F,L-005,N0011,N0013,3.4,-11.301,-0.118,0.1333,0.0,1.0,1.0,follow,forward
256,WP_E_L-005_F_000018,E_L-005_F,L-005,N0011,N0013,3.6,-11.103,-0.091,0.1333,0.0,1.0,1.0,follow,forward
257,WP_E_L-005_F_000019,E_L-005_F,L-005,N0011,N0013,3.8,-10.905,-0.065,0.1333,-0.0,1.0,1.0,follow,forward
258,WP_E_L-005_F_000020,E_L-005_F,L-005,N0011,N0013,4.0,-10.707,-0.038,0.1333,-0.0,1.0,1.0,follow,forward
259,WP_E_L-005_F_000021,E_L-005_F,L-005,N0011,N0013,4.2,-10.508,-0.012,0.1333,0.0,1.0,1.0,follow,forward
260,WP_E_L-005_F_000022,E_L-005_F,L-005,N0011,N0013,4.4,-10.31,0.015,0.1333,-0.0,1.0,1.0,follow,forward
261,WP_E_L-005_F_000023,E_L-005_F,L-005,N0011,N0013,4.6,-10.112,0.042,0.1333,0.0,1.0,1.0,follow,forward
262,WP_E_L-005_F_000024,E_L-005_F,L-005,N0011,N0013,4.8,-9.914,0.068,0.1333,0.0,1.0,1.0,follow,forward
263,WP_E_L-005_F_000025,E_L-005_F,L-005,N0011,N0013,5.0,-9.716,0.095,0.1333,-0.0,1.0,1.0,follow,forward
264,WP_E_L-005_F_000026,E_L-005_F,L-005,N0011,N0013,5.2,-9.517,0.121,0.1333,0.0,1.0,1.0,follow,forward
265,WP_E_L-005_F_000027,E_L-005_F,L-005,N0011,N0013,5.4,-9.319,0.148,0.1333,0.0,1.0,1.0,follow,forward
266,WP_E_L-005_F_000028,E_L-005_F,L-005,N0011,N0013,5.6,-9.121,0.175,0.1333,0.0,1.0,1.0,follow,forward
267,WP_E_L-005_F_000029,E_L-005_F,L-005,N0011,N0013,5.8,-8.923,0.201,0.1333,-0.0,1.0,1.0,follow,forward
268,WP_E_L-005_F_000030,E_L-005_F,L-005,N0011,N0013,6.0,-8.724,0.228,0.1333,-0.0,1.0,1.0,follow,forward
269,WP_E_L-005_F_000031,E_L-005_F,L-005,N0011,N0013,6.2,-8.526,0.254,0.1333,0.0,1.0,1.0,follow,forward
270,WP_E_L-005_F_000032,E_L-005_F,L-005,N0011,N0013,6.4,-8.328,0.281,0.1333,-0.0,1.0,1.0,follow,forward
271,WP_E_L-005_F_000033,E_L-005_F,L-005,N0011,N0013,6.6,-8.13,0.308,0.1333,0.0,1.0,1.0,follow,forward
272,WP_E_L-005_F_000034,E_L-005_F,L-005,N0011,N0013,6.8,-7.931,0.334,0.1333,-0.0,1.0,1.0,follow,forward
273,WP_E_L-005_F_000035,E_L-005_F,L-005,N0011,N0013,7.0,-7.733,0.361,0.1333,0.0,1.0,1.0,follow,forward
274,WP_E_L-005_F_000036,E_L-005_F,L-005,N0011,N0013,7.2,-7.535,0.387,0.1333,0.0,1.0,1.0,follow,forward
275,WP_E_L-005_F_000037,E_L-005_F,L-005,N0011,N0013,7.4,-7.337,0.414,0.1333,-0.0,1.0,1.0,follow,forward
276,WP_E_L-005_F_000038,E_L-005_F,L-005,N0011,N0013,7.6,-7.139,0.441,0.1333,0.0,1.0,1.0,follow,forward
277,WP_E_L-005_F_000039,E_L-005_F,L-005,N0011,N0013,7.664,-7.075,0.449,0.1333,0.0,1.0,1.0,follow,forward
278,WP_E_L-007_F_000000,E_L-007_F,L-007,N0013,N0001,0.0,-7.075,0.449,0.1333,0.0,1.0,1.0,follow,forward
279,WP_E_L-007_F_000001,E_L-007_F,L-007,N0013,N0001,0.2,-6.877,0.476,0.1333,0.0,1.0,1.0,follow,forward
280,WP_E_L-007_F_000002,E_L-007_F,L-007,N0013,N0001,0.4,-6.678,0.502,0.1333,-0.0,1.0,1.0,follow,forward
281,WP_E_L-007_F_000003,E_L-007_F,L-007,N0013,N0001,0.6,-6.48,0.529,0.1333,0.0,1.0,1.0,follow,forward
282,WP_E_L-007_F_000004,E_L-007_F,L-007,N0013,N0001,0.8,-6.282,0.555,0.1333,0.0,1.0,1.0,follow,forward
283,WP_E_L-007_F_000005,E_L-007_F,L-007,N0013,N0001,1.0,-6.084,0.582,0.1333,-0.0,1.0,1.0,follow,forward
284,WP_E_L-007_F_000006,E_L-007_F,L-007,N0013,N0001,1.2,-5.886,0.609,0.1333,0.0,1.0,1.0,follow,forward
285,WP_E_L-007_F_000007,E_L-007_F,L-007,N0013,N0001,1.4,-5.687,0.635,0.1333,0.0,1.0,1.0,follow,forward
286,WP_E_L-007_F_000008,E_L-007_F,L-007,N0013,N0001,1.6,-5.489,0.662,0.1333,-0.0,1.0,1.0,follow,forward
287,WP_E_L-007_F_000009,E_L-007_F,L-007,N0013,N0001,1.8,-5.291,0.688,0.1333,-0.0,1.0,1.0,follow,forward
288,WP_E_L-007_F_000010,E_L-007_F,L-007,N0013,N0001,2.0,-5.093,0.715,0.1333,0.0,1.0,1.0,follow,forward
289,WP_E_L-007_F_000011,E_L-007_F,L-007,N0013,N0001,2.2,-4.894,0.742,0.1333,-0.0,1.0,1.0,follow,forward
290,WP_E_L-007_F_000012,E_L-007_F,L-007,N0013,N0001,2.4,-4.696,0.768,0.1333,-0.0,1.0,1.0,follow,forward
291,WP_E_L-007_F_000013,E_L-007_F,L-007,N0013,N0001,2.6,-4.498,0.795,0.1333,0.0,1.0,1.0,follow,forward
292,WP_E_L-007_F_000014,E_L-007_F,L-007,N0013,N0001,2.8,-4.3,0.821,0.1333,0.0,1.0,1.0,follow,forward
293,WP_E_L-007_F_000015,E_L-007_F,L-007,N0013,N0001,3.0,-4.102,0.848,0.1333,-0.0,1.0,1.0,follow,forward
294,WP_E_L-007_F_000016,E_L-007_F,L-007,N0013,N0001,3.2,-3.903,0.875,0.1333,0.0,1.0,1.0,follow,forward
295,WP_E_L-007_F_000017,E_L-007_F,L-007,N0013,N0001,3.4,-3.705,0.901,0.1333,0.0,1.0,1.0,follow,forward
296,WP_E_L-007_F_000018,E_L-007_F,L-007,N0013,N0001,3.6,-3.507,0.928,0.1333,0.0,1.0,1.0,follow,forward
297,WP_E_L-007_F_000019,E_L-007_F,L-007,N0013,N0001,3.8,-3.309,0.954,0.1333,0.0,1.0,1.0,follow,forward
298,WP_E_L-007_F_000020,E_L-007_F,L-007,N0013,N0001,4.0,-3.11,0.981,0.1333,-0.0,1.0,1.0,follow,forward
299,WP_E_L-007_F_000021,E_L-007_F,L-007,N0013,N0001,4.2,-2.912,1.007,0.1333,0.0,1.0,1.0,follow,forward
300,WP_E_L-007_F_000022,E_L-007_F,L-007,N0013,N0001,4.4,-2.714,1.034,0.1333,0.0,1.0,1.0,follow,forward
301,WP_E_L-007_F_000023,E_L-007_F,L-007,N0013,N0001,4.6,-2.516,1.061,0.1333,0.0,1.0,1.0,follow,forward
302,WP_E_L-007_F_000024,E_L-007_F,L-007,N0013,N0001,4.8,-2.318,1.087,0.1333,0.0,1.0,1.0,follow,forward
303,WP_E_L-007_F_000025,E_L-007_F,L-007,N0013,N0001,5.0,-2.119,1.114,0.1333,-0.0,1.0,1.0,follow,forward
304,WP_E_L-007_F_000026,E_L-007_F,L-007,N0013,N0001,5.2,-1.921,1.14,0.1333,0.0,1.0,1.0,follow,forward
305,WP_E_L-007_F_000027,E_L-007_F,L-007,N0013,N0001,5.4,-1.723,1.167,0.1333,-0.0,1.0,1.0,follow,forward
306,WP_E_L-007_F_000028,E_L-007_F,L-007,N0013,N0001,5.6,-1.525,1.194,0.1333,0.0,1.0,1.0,follow,forward
307,WP_E_L-007_F_000029,E_L-007_F,L-007,N0013,N0001,5.8,-1.326,1.22,0.1333,0.0,1.0,1.0,follow,forward
308,WP_E_L-007_F_000030,E_L-007_F,L-007,N0013,N0001,6.0,-1.128,1.247,0.1333,-0.0,1.0,1.0,follow,forward
309,WP_E_L-007_F_000031,E_L-007_F,L-007,N0013,N0001,6.2,-0.93,1.273,0.1333,0.0,1.0,1.0,follow,forward
310,WP_E_L-007_F_000032,E_L-007_F,L-007,N0013,N0001,6.4,-0.732,1.3,0.1333,0.0,1.0,1.0,follow,forward
311,WP_E_L-007_F_000033,E_L-007_F,L-007,N0013,N0001,6.6,-0.533,1.327,0.1333,-0.0,1.0,1.0,follow,forward
312,WP_E_L-007_F_000034,E_L-007_F,L-007,N0013,N0001,6.8,-0.335,1.353,0.1333,0.0,1.0,1.0,follow,forward
313,WP_E_L-007_F_000035,E_L-007_F,L-007,N0013,N0001,7.0,-0.137,1.38,0.1333,0.0,1.0,1.0,follow,forward
314,WP_E_L-007_F_000036,E_L-007_F,L-007,N0013,N0001,7.2,0.061,1.406,0.1333,-0.0,1.0,1.0,follow,forward
315,WP_E_L-007_F_000037,E_L-007_F,L-007,N0013,N0001,7.4,0.259,1.433,0.1333,0.0,1.0,1.0,follow,forward
316,WP_E_L-007_F_000038,E_L-007_F,L-007,N0013,N0001,7.6,0.458,1.46,0.1333,0.0,1.0,1.0,follow,forward
317,WP_E_L-007_F_000039,E_L-007_F,L-007,N0013,N0001,7.698,0.554,1.473,0.1333,0.0,1.0,1.0,follow,forward
318,WP_E_L-008_F_000000,E_L-008_F,L-008,N0012,N0015,0.0,-6.982,5.243,-1.5902,0.0,1.0,1.0,follow,forward
319,WP_E_L-008_F_000001,E_L-008_F,L-008,N0012,N0015,0.2,-6.986,5.043,-1.5902,0.0,1.0,1.0,follow,forward
320,WP_E_L-008_F_000002,E_L-008_F,L-008,N0012,N0015,0.4,-6.99,4.843,-1.5902,0.0,1.0,1.0,follow,forward
321,WP_E_L-008_F_000003,E_L-008_F,L-008,N0012,N0015,0.6,-6.994,4.643,-1.5902,-0.0,1.0,1.0,follow,forward
322,WP_E_L-008_F_000004,E_L-008_F,L-008,N0012,N0015,0.8,-6.997,4.443,-1.5902,0.0,1.0,1.0,follow,forward
323,WP_E_L-008_F_000005,E_L-008_F,L-008,N0012,N0015,1.0,-7.001,4.243,-1.5902,0.0,1.0,1.0,follow,forward
324,WP_E_L-008_F_000006,E_L-008_F,L-008,N0012,N0015,1.2,-7.005,4.043,-1.5902,0.0,1.0,1.0,follow,forward
325,WP_E_L-008_F_000007,E_L-008_F,L-008,N0012,N0015,1.4,-7.009,3.843,-1.5902,0.0,1.0,1.0,follow,forward
326,WP_E_L-008_F_000008,E_L-008_F,L-008,N0012,N0015,1.6,-7.013,3.643,-1.5902,0.0,1.0,1.0,follow,forward
327,WP_E_L-008_F_000009,E_L-008_F,L-008,N0012,N0015,1.8,-7.017,3.443,-1.5902,0.0,1.0,1.0,follow,forward
328,WP_E_L-008_F_000010,E_L-008_F,L-008,N0012,N0015,2.0,-7.021,3.243,-1.5902,0.0,1.0,1.0,follow,forward
329,WP_E_L-008_F_000011,E_L-008_F,L-008,N0012,N0015,2.094,-7.023,3.15,-1.5902,0.0,1.0,1.0,follow,forward
330,WP_E_L-008_R_000000,E_L-008_R,L-008,N0015,N0012,0.0,-7.023,3.15,1.5514,-0.0,1.0,1.0,follow,reverse
331,WP_E_L-008_R_000001,E_L-008_R,L-008,N0015,N0012,0.094,-7.021,3.243,1.5514,-0.0,1.0,1.0,follow,reverse
332,WP_E_L-008_R_000002,E_L-008_R,L-008,N0015,N0012,0.294,-7.017,3.443,1.5514,0.0,1.0,1.0,follow,reverse
333,WP_E_L-008_R_000003,E_L-008_R,L-008,N0015,N0012,0.494,-7.013,3.643,1.5514,0.0,1.0,1.0,follow,reverse
334,WP_E_L-008_R_000004,E_L-008_R,L-008,N0015,N0012,0.694,-7.009,3.843,1.5514,0.0,1.0,1.0,follow,reverse
335,WP_E_L-008_R_000005,E_L-008_R,L-008,N0015,N0012,0.894,-7.005,4.043,1.5514,0.0,1.0,1.0,follow,reverse
336,WP_E_L-008_R_000006,E_L-008_R,L-008,N0015,N0012,1.094,-7.001,4.243,1.5514,0.0,1.0,1.0,follow,reverse
337,WP_E_L-008_R_000007,E_L-008_R,L-008,N0015,N0012,1.294,-6.997,4.443,1.5514,0.0,1.0,1.0,follow,reverse
338,WP_E_L-008_R_000008,E_L-008_R,L-008,N0015,N0012,1.494,-6.994,4.643,1.5514,0.0,1.0,1.0,follow,reverse
339,WP_E_L-008_R_000009,E_L-008_R,L-008,N0015,N0012,1.694,-6.99,4.843,1.5514,0.0,1.0,1.0,follow,reverse
340,WP_E_L-008_R_000010,E_L-008_R,L-008,N0015,N0012,1.894,-6.986,5.043,1.5514,0.0,1.0,1.0,follow,reverse
341,WP_E_L-008_R_000011,E_L-008_R,L-008,N0015,N0012,2.094,-6.982,5.243,1.5514,0.0,1.0,1.0,follow,reverse
342,WP_E_L-010_F_000000,E_L-010_F,L-010,N0015,N0013,0.0,-7.023,3.15,-1.5902,0.0,1.0,1.0,follow,forward
343,WP_E_L-010_F_000001,E_L-010_F,L-010,N0015,N0013,0.2,-7.026,2.95,-1.5902,0.0,1.0,1.0,follow,forward
344,WP_E_L-010_F_000002,E_L-010_F,L-010,N0015,N0013,0.4,-7.03,2.75,-1.5902,0.0,1.0,1.0,follow,forward
345,WP_E_L-010_F_000003,E_L-010_F,L-010,N0015,N0013,0.6,-7.034,2.55,-1.5902,0.0,1.0,1.0,follow,forward
346,WP_E_L-010_F_000004,E_L-010_F,L-010,N0015,N0013,0.8,-7.038,2.35,-1.5902,0.0,1.0,1.0,follow,forward
347,WP_E_L-010_F_000005,E_L-010_F,L-010,N0015,N0013,1.0,-7.042,2.15,-1.5902,0.0,1.0,1.0,follow,forward
348,WP_E_L-010_F_000006,E_L-010_F,L-010,N0015,N0013,1.2,-7.046,1.95,-1.5902,0.0,1.0,1.0,follow,forward
349,WP_E_L-010_F_000007,E_L-010_F,L-010,N0015,N0013,1.4,-7.05,1.75,-1.5902,0.0,1.0,1.0,follow,forward
350,WP_E_L-010_F_000008,E_L-010_F,L-010,N0015,N0013,1.6,-7.054,1.55,-1.5902,0.0,1.0,1.0,follow,forward
351,WP_E_L-010_F_000009,E_L-010_F,L-010,N0015,N0013,1.8,-7.057,1.35,-1.5902,0.0,1.0,1.0,follow,forward
352,WP_E_L-010_F_000010,E_L-010_F,L-010,N0015,N0013,2.0,-7.061,1.15,-1.5902,0.0,1.0,1.0,follow,forward
353,WP_E_L-010_F_000011,E_L-010_F,L-010,N0015,N0013,2.2,-7.065,0.95,-1.5902,0.0,1.0,1.0,follow,forward
354,WP_E_L-010_F_000012,E_L-010_F,L-010,N0015,N0013,2.4,-7.069,0.75,-1.5902,0.0,1.0,1.0,follow,forward
355,WP_E_L-010_F_000013,E_L-010_F,L-010,N0015,N0013,2.6,-7.073,0.55,-1.5902,-0.0,1.0,1.0,follow,forward
356,WP_E_L-010_F_000014,E_L-010_F,L-010,N0015,N0013,2.701,-7.075,0.449,-1.5902,-0.0,1.0,1.0,follow,forward
357,WP_E_L-010_R_000000,E_L-010_R,L-010,N0013,N0015,0.0,-7.075,0.449,1.5514,0.0,1.0,1.0,follow,reverse
358,WP_E_L-010_R_000001,E_L-010_R,L-010,N0013,N0015,0.101,-7.073,0.55,1.5514,0.0,1.0,1.0,follow,reverse
359,WP_E_L-010_R_000002,E_L-010_R,L-010,N0013,N0015,0.301,-7.069,0.75,1.5514,0.0,1.0,1.0,follow,reverse
360,WP_E_L-010_R_000003,E_L-010_R,L-010,N0013,N0015,0.501,-7.065,0.95,1.5514,-0.0,1.0,1.0,follow,reverse
361,WP_E_L-010_R_000004,E_L-010_R,L-010,N0013,N0015,0.701,-7.061,1.15,1.5514,0.0,1.0,1.0,follow,reverse
362,WP_E_L-010_R_000005,E_L-010_R,L-010,N0013,N0015,0.901,-7.057,1.35,1.5514,0.0,1.0,1.0,follow,reverse
363,WP_E_L-010_R_000006,E_L-010_R,L-010,N0013,N0015,1.101,-7.054,1.55,1.5514,0.0,1.0,1.0,follow,reverse
364,WP_E_L-010_R_000007,E_L-010_R,L-010,N0013,N0015,1.301,-7.05,1.75,1.5514,0.0,1.0,1.0,follow,reverse
365,WP_E_L-010_R_000008,E_L-010_R,L-010,N0013,N0015,1.501,-7.046,1.95,1.5514,0.0,1.0,1.0,follow,reverse
366,WP_E_L-010_R_000009,E_L-010_R,L-010,N0013,N0015,1.701,-7.042,2.15,1.5514,0.0,1.0,1.0,follow,reverse
367,WP_E_L-010_R_000010,E_L-010_R,L-010,N0013,N0015,1.901,-7.038,2.35,1.5514,0.0,1.0,1.0,follow,reverse
368,WP_E_L-010_R_000011,E_L-010_R,L-010,N0013,N0015,2.101,-7.034,2.55,1.5514,0.0,1.0,1.0,follow,reverse
369,WP_E_L-010_R_000012,E_L-010_R,L-010,N0013,N0015,2.301,-7.03,2.75,1.5514,0.0,1.0,1.0,follow,reverse
370,WP_E_L-010_R_000013,E_L-010_R,L-010,N0013,N0015,2.501,-7.026,2.95,1.5514,0.0,1.0,1.0,follow,reverse
371,WP_E_L-010_R_000014,E_L-010_R,L-010,N0013,N0015,2.701,-7.023,3.15,1.5514,0.0,1.0,1.0,follow,reverse
372,WP_E_C-007_F_000000,E_C-007_F,C-007,N0014,N0015,0.0,-16.164,4.127,0.3341,-0.156764,1.0,1.0,follow,forward
373,WP_E_C-007_F_000001,E_C-007_F,C-007,N0014,N0015,0.2,-15.975,4.193,0.2714,-0.156764,1.0,1.0,follow,forward
374,WP_E_C-007_F_000002,E_C-007_F,C-007,N0014,N0015,0.4,-15.782,4.247,0.2111,-0.150815,1.0,1.0,follow,forward
375,WP_E_C-007_F_000003,E_C-007_F,C-007,N0014,N0015,0.6,-15.587,4.289,0.1539,-0.143154,1.0,1.0,follow,forward
376,WP_E_C-007_F_000004,E_C-007_F,C-007,N0014,N0015,0.8,-15.389,4.319,0.1002,-0.134261,1.0,1.0,follow,forward
377,WP_E_C-007_F_000005,E_C-007_F,C-007,N0014,N0015,1.0,-15.19,4.339,0.0504,-0.124605,1.0,1.0,follow,forward
378,WP_E_C-007_F_000006,E_C-007_F,C-007,N0014,N0015,1.2,-14.99,4.349,0.0046,-0.114603,1.0,1.0,follow,forward
379,WP_E_C-007_F_000007,E_C-007_F,C-007,N0014,N0015,1.4,-14.79,4.35,-0.0373,-0.104591,1.0,1.0,follow,forward
380,WP_E_C-007_F_000008,E_C-007_F,C-007,N0014,N0015,1.6,-14.591,4.343,-0.0752,-0.094911,1.0,1.0,follow,forward
